trade_dt,Ticker_Und,VaR90D%
2/14/2018,ALSEA* MM Equity,-0.00121
2/14/2018,EIM IN Equity,-0.00055
2/14/2018,CPN TB Equity,-0.00052
2/14/2018,MXNUSD Curncy,0.00061
2/14/2018,6409 TT Equity,-0.00020
2/15/2018,EIM IN Equity,-0.00056
2/15/2018,TVSL IN Equity,-0.00063
2/15/2018,ICT PM Equity,-0.00068
2/15/2018,69 HK Equity,0.00000
2/15/2018,CPN TB Equity,-0.00049
2/15/2018,RAIL3 BZ Equity,-0.00369
2/15/2018,URC PM Equity,-0.00021
2/15/2018,MPI PM Equity,-0.00031
2/15/2018,PAG IN Equity,-0.00337
2/15/2018,MIKA IJ Equity,-0.00004
2/15/2018,LREN3 BZ Equity,0.00000
2/15/2018,CIFC IN Equity,-0.00076
2/15/2018,MDIA3 BZ Equity,-0.00003
2/15/2018,JPYUSD Curncy,0.00008
2/15/2018,RBK IN Equity,-0.00043
2/15/2018,002508 CH Equity,0.00000
2/15/2018,GFREGIO MM Equity,-0.00044
2/15/2018,MRCO IN Equity,-0.00054
2/15/2018,4613 JT Equity,-0.00045
2/15/2018,2199 HK Equity,0.00000
2/15/2018,EEM US Equity,-0.00021
2/15/2018,RADL3 BZ Equity,0.00000
2/15/2018,ALSEA* MM Equity,-0.00111
2/15/2018,KLBF IJ Equity,-0.00028
2/15/2018,SECB PM Equity,-0.00050
2/15/2018,036570 KS Equity,0.00000
2/15/2018,6409 TT Equity,-0.00021
2/15/2018,MXNUSD Curncy,0.00059
2/15/2018,300136 CH Equity,0.00000
2/16/2018,69 HK Equity,0.00000
2/16/2018,CIFC IN Equity,-0.00077
2/16/2018,MDIA3 BZ Equity,-0.00003
2/16/2018,JPYUSD Curncy,0.00008
2/16/2018,RADL3 BZ Equity,0.00000
2/16/2018,PAG IN Equity,-0.00328
2/16/2018,MXNUSD Curncy,0.00059
2/16/2018,MRCO IN Equity,-0.00055
2/16/2018,MPI PM Equity,-0.00031
2/16/2018,4613 JT Equity,-0.00042
2/16/2018,300136 CH Equity,0.00000
2/16/2018,TVSL IN Equity,-0.00062
2/16/2018,RAIL3 BZ Equity,-0.00369
2/16/2018,EIM IN Equity,-0.00056
2/16/2018,GFREGIO MM Equity,-0.00044
2/16/2018,KLBF IJ Equity,-0.00028
2/16/2018,002508 CH Equity,0.00000
2/16/2018,LREN3 BZ Equity,0.00000
2/16/2018,URC PM Equity,-0.00021
2/16/2018,RBK IN Equity,-0.00043
2/16/2018,CPN TB Equity,-0.00048
2/16/2018,SECB PM Equity,-0.00050
2/16/2018,ALSEA* MM Equity,-0.00110
2/16/2018,MIKA IJ Equity,-0.00005
2/16/2018,EEM US Equity,-0.00018
2/16/2018,ICT PM Equity,-0.00068
2/16/2018,6409 TT Equity,-0.00021
2/16/2018,2199 HK Equity,0.00000
2/16/2018,036570 KS Equity,0.00000
2/19/2018,ALSEA* MM Equity,-0.00081
2/19/2018,KLBF IJ Equity,-0.00027
2/19/2018,MPI PM Equity,-0.00034
2/19/2018,SECB PM Equity,-0.00056
2/19/2018,300136 CH Equity,0.00000
2/19/2018,MDIA3 BZ Equity,-0.00003
2/19/2018,PAG IN Equity,-0.00329
2/19/2018,RAIL3 BZ Equity,-0.00343
2/19/2018,6409 TT Equity,-0.00029
2/19/2018,MIKA IJ Equity,-0.00006
2/19/2018,69 HK Equity,0.00000
2/19/2018,EEM US Equity,-0.00018
2/19/2018,CIFC IN Equity,-0.00079
2/19/2018,URC PM Equity,-0.00022
2/19/2018,2199 HK Equity,0.00000
2/19/2018,CPN TB Equity,-0.00050
2/19/2018,MRCO IN Equity,-0.00053
2/19/2018,036570 KS Equity,0.00000
2/19/2018,EIM IN Equity,-0.00058
2/19/2018,RADL3 BZ Equity,0.00000
2/19/2018,GFREGIO MM Equity,-0.00042
2/19/2018,RBK IN Equity,-0.00046
2/19/2018,ICT PM Equity,-0.00065
2/19/2018,002508 CH Equity,0.00000
2/19/2018,LREN3 BZ Equity,0.00000
2/19/2018,4613 JT Equity,-0.00039
2/19/2018,JPYUSD Curncy,0.00008
2/19/2018,MXNUSD Curncy,0.00054
2/19/2018,TVSL IN Equity,-0.00063
2/20/2018,JPYUSD Curncy,0.00008
2/20/2018,2199 HK Equity,0.00000
2/20/2018,EEM US Equity,-0.00018
2/20/2018,002508 CH Equity,0.00000
2/20/2018,MDIA3 BZ Equity,-0.00003
2/20/2018,RAIL3 BZ Equity,-0.00333
2/20/2018,69 HK Equity,0.00000
2/20/2018,300136 CH Equity,0.00000
2/20/2018,TVSL IN Equity,-0.00060
2/20/2018,PAG IN Equity,-0.00347
2/20/2018,ICT PM Equity,-0.00066
2/20/2018,GFREGIO MM Equity,-0.00041
2/20/2018,MPI PM Equity,-0.00034
2/20/2018,SECB PM Equity,-0.00052
2/20/2018,4613 JT Equity,-0.00036
2/20/2018,6409 TT Equity,-0.00026
2/20/2018,036570 KS Equity,0.00000
2/20/2018,RBK IN Equity,-0.00047
2/20/2018,ALSEA* MM Equity,-0.00081
2/20/2018,CIFC IN Equity,-0.00082
2/20/2018,MRCO IN Equity,-0.00054
2/20/2018,LREN3 BZ Equity,0.00000
2/20/2018,MIKA IJ Equity,-0.00005
2/20/2018,MXNUSD Curncy,0.00055
2/20/2018,EIM IN Equity,-0.00059
2/20/2018,URC PM Equity,-0.00022
2/20/2018,KLBF IJ Equity,-0.00028
2/20/2018,CPN TB Equity,-0.00050
2/20/2018,RADL3 BZ Equity,0.00000
2/21/2018,MPI PM Equity,-0.00034
2/21/2018,MXNUSD Curncy,0.00054
2/21/2018,6409 TT Equity,-0.00028
2/21/2018,LREN3 BZ Equity,0.00000
2/21/2018,URC PM Equity,-0.00019
2/21/2018,KLBF IJ Equity,-0.00027
2/21/2018,69 HK Equity,0.00000
2/21/2018,CIFC IN Equity,-0.00094
2/21/2018,2199 HK Equity,0.00000
2/21/2018,RBK IN Equity,-0.00046
2/21/2018,TVSL IN Equity,-0.00051
2/21/2018,RAIL3 BZ Equity,-0.00354
2/21/2018,MDIA3 BZ Equity,-0.00003
2/21/2018,036570 KS Equity,0.00000
2/21/2018,MIKA IJ Equity,-0.00002
2/21/2018,GFREGIO MM Equity,-0.00039
2/21/2018,4613 JT Equity,-0.00029
2/21/2018,ALSEA* MM Equity,-0.00083
2/21/2018,EIM IN Equity,-0.00063
2/21/2018,JPYUSD Curncy,0.00007
2/21/2018,PAG IN Equity,-0.00344
2/21/2018,CPN TB Equity,-0.00052
2/21/2018,EEM US Equity,-0.00020
2/21/2018,300136 CH Equity,0.00000
2/21/2018,SECB PM Equity,-0.00055
2/21/2018,MRCO IN Equity,-0.00052
2/21/2018,002508 CH Equity,0.00000
2/21/2018,ICT PM Equity,-0.00064
2/21/2018,RADL3 BZ Equity,0.00000
2/22/2018,6409 TT Equity,-0.00028
2/22/2018,MRCO IN Equity,-0.00053
2/22/2018,RBK IN Equity,-0.00046
2/22/2018,GFREGIO MM Equity,-0.00039
2/22/2018,PAG IN Equity,-0.00339
2/22/2018,TVSL IN Equity,-0.00052
2/22/2018,LREN3 BZ Equity,0.00000
2/22/2018,MPI PM Equity,-0.00038
2/22/2018,JPYUSD Curncy,0.00006
2/22/2018,036570 KS Equity,0.00000
2/22/2018,SECB PM Equity,-0.00056
2/22/2018,RADL3 BZ Equity,0.00000
2/22/2018,69 HK Equity,0.00000
2/22/2018,EIM IN Equity,-0.00063
2/22/2018,MDIA3 BZ Equity,-0.00004
2/22/2018,002508 CH Equity,0.00000
2/22/2018,MXNUSD Curncy,0.00055
2/22/2018,4613 JT Equity,-0.00026
2/22/2018,RAIL3 BZ Equity,-0.00356
2/22/2018,KLBF IJ Equity,-0.00027
2/22/2018,EEM US Equity,-0.00024
2/22/2018,URC PM Equity,-0.00019
2/22/2018,2199 HK Equity,-0.00002
2/22/2018,MIKA IJ Equity,-0.00004
2/22/2018,CIFC IN Equity,-0.00096
2/22/2018,ALSEA* MM Equity,-0.00080
2/22/2018,300136 CH Equity,0.00000
2/22/2018,ICT PM Equity,-0.00061
2/22/2018,CPN TB Equity,-0.00054
2/23/2018,URC PM Equity,-0.00014
2/23/2018,6409 TT Equity,-0.00026
2/23/2018,300136 CH Equity,0.00000
2/23/2018,ICT PM Equity,-0.00057
2/23/2018,036570 KS Equity,0.00000
2/23/2018,RADL3 BZ Equity,0.00000
2/23/2018,SECB PM Equity,-0.00035
2/23/2018,69 HK Equity,0.00000
2/23/2018,MXNUSD Curncy,0.00056
2/23/2018,LREN3 BZ Equity,0.00000
2/23/2018,4613 JT Equity,-0.00029
2/23/2018,2199 HK Equity,-0.00005
2/23/2018,MRCO IN Equity,-0.00055
2/23/2018,JPYUSD Curncy,0.00007
2/23/2018,MIKA IJ Equity,-0.00008
2/23/2018,EIM IN Equity,-0.00057
2/23/2018,RAIL3 BZ Equity,-0.00381
2/23/2018,002508 CH Equity,0.00000
2/23/2018,RBK IN Equity,-0.00061
2/23/2018,MDIA3 BZ Equity,-0.00005
2/23/2018,CPN TB Equity,-0.00055
2/23/2018,EEM US Equity,-0.00033
2/23/2018,MPI PM Equity,-0.00046
2/23/2018,CIFC IN Equity,-0.00106
2/23/2018,KLBF IJ Equity,-0.00021
2/23/2018,GFREGIO MM Equity,-0.00044
2/23/2018,PAG IN Equity,-0.00345
2/23/2018,TVSL IN Equity,-0.00088
2/23/2018,ALSEA* MM Equity,-0.00080
2/26/2018,RAIL3 BZ Equity,-0.00386
2/26/2018,EEM US Equity,-0.00036
2/26/2018,002508 CH Equity,0.00000
2/26/2018,300136 CH Equity,0.00000
2/26/2018,URC PM Equity,-0.00016
2/26/2018,TVSL IN Equity,-0.00092
2/26/2018,69 HK Equity,0.00000
2/26/2018,RBK IN Equity,-0.00063
2/26/2018,LREN3 BZ Equity,0.00000
2/26/2018,MXNUSD Curncy,0.00055
2/26/2018,CIFC IN Equity,-0.00112
2/26/2018,GFREGIO MM Equity,-0.00045
2/26/2018,JPYUSD Curncy,0.00006
2/26/2018,2199 HK Equity,-0.00004
2/26/2018,RADL3 BZ Equity,0.00000
2/26/2018,PAG IN Equity,-0.00326
2/26/2018,MPI PM Equity,-0.00043
2/26/2018,SECB PM Equity,-0.00036
2/26/2018,ICT PM Equity,-0.00055
2/26/2018,MRCO IN Equity,-0.00055
2/26/2018,KLBF IJ Equity,-0.00021
2/26/2018,ALSEA* MM Equity,-0.00080
2/26/2018,4613 JT Equity,-0.00026
2/26/2018,CPN TB Equity,-0.00058
2/26/2018,6409 TT Equity,-0.00025
2/26/2018,036570 KS Equity,0.00000
2/26/2018,MDIA3 BZ Equity,-0.00005
2/26/2018,EIM IN Equity,-0.00060
2/26/2018,MIKA IJ Equity,-0.00008
2/27/2018,300136 CH Equity,0.00000
2/27/2018,MIKA IJ Equity,-0.00008
2/27/2018,002508 CH Equity,0.00000
2/27/2018,LREN3 BZ Equity,0.00000
2/27/2018,ALSEA* MM Equity,-0.00082
2/27/2018,RBK IN Equity,-0.00064
2/27/2018,URC PM Equity,-0.00015
2/27/2018,MRCO IN Equity,-0.00055
2/27/2018,CPN TB Equity,-0.00059
2/27/2018,GFREGIO MM Equity,-0.00045
2/27/2018,SECB PM Equity,-0.00036
2/27/2018,KLBF IJ Equity,-0.00021
2/27/2018,JPYUSD Curncy,0.00006
2/27/2018,RADL3 BZ Equity,0.00000
2/27/2018,036570 KS Equity,0.00000
2/27/2018,MDIA3 BZ Equity,-0.00005
2/27/2018,4613 JT Equity,-0.00027
2/27/2018,RAIL3 BZ Equity,-0.00375
2/27/2018,69 HK Equity,0.00000
2/27/2018,PAG IN Equity,-0.00326
2/27/2018,MXNUSD Curncy,0.00056
2/27/2018,EIM IN Equity,-0.00060
2/27/2018,ICT PM Equity,-0.00055
2/27/2018,6409 TT Equity,-0.00025
2/27/2018,CIFC IN Equity,-0.00113
2/27/2018,EEM US Equity,-0.00036
2/27/2018,2199 HK Equity,-0.00005
2/27/2018,MPI PM Equity,-0.00044
2/27/2018,TVSL IN Equity,-0.00092
2/28/2018,KLBF IJ Equity,-0.00018
2/28/2018,MPI PM Equity,-0.00042
2/28/2018,PAG IN Equity,-0.00315
2/28/2018,MDIA3 BZ Equity,-0.00006
2/28/2018,6409 TT Equity,-0.00026
2/28/2018,JPYUSD Curncy,0.00005
2/28/2018,CIFC IN Equity,-0.00112
2/28/2018,LREN3 BZ Equity,0.00000
2/28/2018,MXNUSD Curncy,0.00056
2/28/2018,EIM IN Equity,-0.00058
2/28/2018,ALSEA* MM Equity,-0.00081
2/28/2018,CPN TB Equity,-0.00056
2/28/2018,MRCO IN Equity,-0.00053
2/28/2018,MIKA IJ Equity,-0.00005
2/28/2018,URC PM Equity,-0.00015
2/28/2018,SECB PM Equity,-0.00035
2/28/2018,GFREGIO MM Equity,-0.00042
2/28/2018,300136 CH Equity,0.00000
2/28/2018,TVSL IN Equity,-0.00086
2/28/2018,RBK IN Equity,-0.00063
2/28/2018,002508 CH Equity,0.00000
2/28/2018,RADL3 BZ Equity,0.00000
2/28/2018,ICT PM Equity,-0.00055
2/28/2018,69 HK Equity,0.00000
2/28/2018,RAIL3 BZ Equity,-0.00378
2/28/2018,4613 JT Equity,-0.00030
2/28/2018,036570 KS Equity,0.00000
2/28/2018,EEM US Equity,-0.00038
2/28/2018,2199 HK Equity,-0.00005
3/1/2018,69 HK Equity,0.00000
3/1/2018,4613 JT Equity,-0.00032
3/1/2018,KLBF IJ Equity,-0.00018
3/1/2018,MIKA IJ Equity,-0.00006
3/1/2018,RAIL3 BZ Equity,-0.00367
3/1/2018,PAG IN Equity,-0.00313
3/1/2018,6409 TT Equity,-0.00021
3/1/2018,LREN3 BZ Equity,0.00000
3/1/2018,SECB PM Equity,-0.00036
3/1/2018,ALSEA* MM Equity,-0.00081
3/1/2018,URC PM Equity,-0.00015
3/1/2018,CIFC IN Equity,-0.00114
3/1/2018,GFREGIO MM Equity,-0.00043
3/1/2018,MPI PM Equity,-0.00042
3/1/2018,300136 CH Equity,0.00000
3/1/2018,EEM US Equity,-0.00038
3/1/2018,JPYUSD Curncy,0.00005
3/1/2018,ICT PM Equity,-0.00057
3/1/2018,RADL3 BZ Equity,0.00000
3/1/2018,CPN TB Equity,-0.00056
3/1/2018,TVSL IN Equity,-0.00088
3/1/2018,2199 HK Equity,-0.00005
3/1/2018,MXNUSD Curncy,0.00055
3/1/2018,MDIA3 BZ Equity,-0.00009
3/1/2018,036570 KS Equity,0.00000
3/1/2018,MRCO IN Equity,-0.00054
3/1/2018,EIM IN Equity,-0.00057
3/1/2018,002508 CH Equity,0.00000
3/1/2018,RBK IN Equity,-0.00065
3/2/2018,69 HK Equity,0.00000
3/2/2018,SECB PM Equity,-0.00036
3/2/2018,KLBF IJ Equity,-0.00015
3/2/2018,ALSEA* MM Equity,-0.00079
3/2/2018,300136 CH Equity,0.00000
3/2/2018,EIM IN Equity,-0.00056
3/2/2018,MXNUSD Curncy,0.00054
3/2/2018,2199 HK Equity,-0.00005
3/2/2018,LREN3 BZ Equity,0.00000
3/2/2018,MPI PM Equity,-0.00043
3/2/2018,MIKA IJ Equity,-0.00005
3/2/2018,JPYUSD Curncy,0.00006
3/2/2018,MDIA3 BZ Equity,-0.00010
3/2/2018,PAG IN Equity,-0.00311
3/2/2018,RADL3 BZ Equity,0.00000
3/2/2018,GFREGIO MM Equity,-0.00042
3/2/2018,URC PM Equity,-0.00015
3/2/2018,002508 CH Equity,0.00000
3/2/2018,MRCO IN Equity,-0.00053
3/2/2018,ICT PM Equity,-0.00057
3/2/2018,EEM US Equity,-0.00042
3/2/2018,CPN TB Equity,-0.00057
3/2/2018,RAIL3 BZ Equity,-0.00369
3/2/2018,4613 JT Equity,-0.00032
3/2/2018,036570 KS Equity,0.00000
3/2/2018,CIFC IN Equity,-0.00113
3/2/2018,TVSL IN Equity,-0.00088
3/2/2018,RBK IN Equity,-0.00064
3/2/2018,6409 TT Equity,-0.00019
3/5/2018,ALSEA* MM Equity,-0.00079
3/5/2018,RAIL3 BZ Equity,-0.00374
3/5/2018,KLBF IJ Equity,-0.00017
3/5/2018,EIM IN Equity,-0.00057
3/5/2018,URC PM Equity,-0.00015
3/5/2018,MDIA3 BZ Equity,-0.00012
3/5/2018,6409 TT Equity,-0.00016
3/5/2018,LREN3 BZ Equity,0.00000
3/5/2018,PAG IN Equity,-0.00312
3/5/2018,MPI PM Equity,-0.00043
3/5/2018,SECB PM Equity,-0.00030
3/5/2018,ICT PM Equity,-0.00051
3/5/2018,69 HK Equity,0.00000
3/5/2018,4613 JT Equity,-0.00034
3/5/2018,036570 KS Equity,0.00000
3/5/2018,MXNUSD Curncy,0.00055
3/5/2018,TVSL IN Equity,-0.00094
3/5/2018,RADL3 BZ Equity,0.00000
3/5/2018,CIFC IN Equity,-0.00117
3/5/2018,MIKA IJ Equity,-0.00001
3/5/2018,GFREGIO MM Equity,-0.00041
3/5/2018,EEM US Equity,-0.00042
3/5/2018,002508 CH Equity,0.00000
3/5/2018,RBK IN Equity,-0.00064
3/5/2018,2199 HK Equity,-0.00008
3/5/2018,JPYUSD Curncy,0.00006
3/5/2018,CPN TB Equity,-0.00057
3/5/2018,MRCO IN Equity,-0.00055
3/5/2018,300136 CH Equity,0.00000
3/6/2018,EIM IN Equity,-0.00057
3/6/2018,CIFC IN Equity,-0.00120
3/6/2018,002508 CH Equity,0.00000
3/6/2018,4613 JT Equity,-0.00028
3/6/2018,2199 HK Equity,-0.00008
3/6/2018,TVSL IN Equity,-0.00098
3/6/2018,PAG IN Equity,-0.00309
3/6/2018,GFREGIO MM Equity,-0.00041
3/6/2018,EEM US Equity,-0.00042
3/6/2018,MIKA IJ Equity,-0.00002
3/6/2018,RAIL3 BZ Equity,-0.00373
3/6/2018,MDIA3 BZ Equity,-0.00018
3/6/2018,MXNUSD Curncy,0.00053
3/6/2018,ICT PM Equity,-0.00048
3/6/2018,69 HK Equity,0.00000
3/6/2018,300136 CH Equity,0.00000
3/6/2018,MPI PM Equity,-0.00043
3/6/2018,LREN3 BZ Equity,0.00000
3/6/2018,JPYUSD Curncy,0.00007
3/6/2018,SECB PM Equity,-0.00032
3/6/2018,6409 TT Equity,-0.00016
3/6/2018,ALSEA* MM Equity,-0.00079
3/6/2018,KLBF IJ Equity,-0.00018
3/6/2018,RBK IN Equity,-0.00065
3/6/2018,036570 KS Equity,0.00000
3/6/2018,CPN TB Equity,-0.00061
3/6/2018,MRCO IN Equity,-0.00054
3/6/2018,URC PM Equity,-0.00017
3/6/2018,RADL3 BZ Equity,0.00000
3/7/2018,KLBF IJ Equity,-0.00019
3/7/2018,MXNUSD Curncy,0.00054
3/7/2018,6409 TT Equity,-0.00015
3/7/2018,PAG IN Equity,-0.00303
3/7/2018,69 HK Equity,0.00000
3/7/2018,EEM US Equity,-0.00042
3/7/2018,CIFC IN Equity,-0.00119
3/7/2018,RADL3 BZ Equity,0.00000
3/7/2018,036570 KS Equity,0.00000
3/7/2018,EIM IN Equity,-0.00056
3/7/2018,ICT PM Equity,-0.00048
3/7/2018,4613 JT Equity,-0.00028
3/7/2018,CPN TB Equity,-0.00061
3/7/2018,2199 HK Equity,-0.00008
3/7/2018,SECB PM Equity,-0.00031
3/7/2018,RBK IN Equity,-0.00063
3/7/2018,LREN3 BZ Equity,0.00000
3/7/2018,URC PM Equity,-0.00016
3/7/2018,MPI PM Equity,-0.00043
3/7/2018,JPYUSD Curncy,0.00007
3/7/2018,002508 CH Equity,0.00000
3/7/2018,RAIL3 BZ Equity,-0.00387
3/7/2018,MDIA3 BZ Equity,-0.00020
3/7/2018,300136 CH Equity,0.00000
3/7/2018,MRCO IN Equity,-0.00053
3/7/2018,TVSL IN Equity,-0.00095
3/7/2018,GFREGIO MM Equity,-0.00042
3/7/2018,ALSEA* MM Equity,-0.00079
3/7/2018,MIKA IJ Equity,-0.00002
3/8/2018,KLBF IJ Equity,-0.00017
3/8/2018,RADL3 BZ Equity,0.00000
3/8/2018,SECB PM Equity,-0.00024
3/8/2018,URC PM Equity,-0.00011
3/8/2018,2199 HK Equity,-0.00008
3/8/2018,CIFC IN Equity,-0.00118
3/8/2018,MXNUSD Curncy,0.00055
3/8/2018,MIKA IJ Equity,-0.00003
3/8/2018,300136 CH Equity,0.00000
3/8/2018,EIM IN Equity,-0.00055
3/8/2018,LREN3 BZ Equity,0.00000
3/8/2018,MRCO IN Equity,-0.00052
3/8/2018,JPYUSD Curncy,0.00009
3/8/2018,69 HK Equity,0.00000
3/8/2018,ICT PM Equity,-0.00047
3/8/2018,MDIA3 BZ Equity,-0.00022
3/8/2018,6409 TT Equity,-0.00010
3/8/2018,EEM US Equity,-0.00042
3/8/2018,4613 JT Equity,-0.00027
3/8/2018,002508 CH Equity,0.00000
3/8/2018,GFREGIO MM Equity,-0.00042
3/8/2018,MPI PM Equity,-0.00040
3/8/2018,CPN TB Equity,-0.00063
3/8/2018,RAIL3 BZ Equity,-0.00389
3/8/2018,PAG IN Equity,-0.00308
3/8/2018,RBK IN Equity,-0.00062
3/8/2018,TVSL IN Equity,-0.00095
3/8/2018,036570 KS Equity,0.00000
3/8/2018,ALSEA* MM Equity,-0.00074
3/9/2018,EEM US Equity,-0.00041
3/9/2018,2199 HK Equity,-0.00010
3/9/2018,JPYUSD Curncy,0.00006
3/9/2018,TVSL IN Equity,-0.00093
3/9/2018,ICT PM Equity,-0.00046
3/9/2018,MRCO IN Equity,-0.00057
3/9/2018,MXNUSD Curncy,0.00058
3/9/2018,4613 JT Equity,-0.00028
3/9/2018,MDIA3 BZ Equity,-0.00023
3/9/2018,002508 CH Equity,0.00000
3/9/2018,036570 KS Equity,0.00000
3/9/2018,LREN3 BZ Equity,0.00000
3/9/2018,ALSEA* MM Equity,-0.00076
3/9/2018,CIFC IN Equity,-0.00106
3/9/2018,URC PM Equity,-0.00011
3/9/2018,RADL3 BZ Equity,0.00000
3/9/2018,RAIL3 BZ Equity,-0.00384
3/9/2018,PAG IN Equity,-0.00338
3/9/2018,69 HK Equity,0.00000
3/9/2018,MIKA IJ Equity,-0.00006
3/9/2018,RBK IN Equity,-0.00062
3/9/2018,300136 CH Equity,0.00000
3/9/2018,GFREGIO MM Equity,-0.00042
3/9/2018,EIM IN Equity,-0.00057
3/9/2018,CPN TB Equity,-0.00065
3/9/2018,SECB PM Equity,-0.00024
3/9/2018,MPI PM Equity,-0.00037
3/9/2018,KLBF IJ Equity,-0.00022
3/9/2018,6409 TT Equity,-0.00013
3/12/2018,MIKA IJ Equity,-0.00007
3/12/2018,ICT PM Equity,-0.00034
3/12/2018,EEM US Equity,-0.00040
3/12/2018,300136 CH Equity,0.00000
3/12/2018,URC PM Equity,-0.00010
3/12/2018,JPYUSD Curncy,0.00005
3/12/2018,TVSL IN Equity,-0.00101
3/12/2018,CIFC IN Equity,-0.00109
3/12/2018,002508 CH Equity,0.00000
3/12/2018,LREN3 BZ Equity,0.00000
3/12/2018,MXNUSD Curncy,0.00050
3/12/2018,MPI PM Equity,-0.00027
3/12/2018,RAIL3 BZ Equity,-0.00382
3/12/2018,CPN TB Equity,-0.00063
3/12/2018,KLBF IJ Equity,-0.00025
3/12/2018,6409 TT Equity,-0.00011
3/12/2018,4613 JT Equity,-0.00032
3/12/2018,2199 HK Equity,-0.00009
3/12/2018,RBK IN Equity,-0.00065
3/12/2018,PAG IN Equity,-0.00337
3/12/2018,SECB PM Equity,-0.00027
3/12/2018,ALSEA* MM Equity,-0.00062
3/12/2018,EIM IN Equity,-0.00054
3/12/2018,RADL3 BZ Equity,0.00000
3/12/2018,69 HK Equity,0.00000
3/12/2018,MRCO IN Equity,-0.00054
3/12/2018,036570 KS Equity,0.00000
3/12/2018,GFREGIO MM Equity,-0.00038
3/12/2018,MDIA3 BZ Equity,-0.00024
3/13/2018,ICT PM Equity,-0.00033
3/13/2018,CPN TB Equity,-0.00063
3/13/2018,6409 TT Equity,-0.00012
3/13/2018,300136 CH Equity,0.00000
3/13/2018,MRCO IN Equity,-0.00054
3/13/2018,RBK IN Equity,-0.00066
3/13/2018,69 HK Equity,0.00000
3/13/2018,URC PM Equity,-0.00009
3/13/2018,MIKA IJ Equity,-0.00007
3/13/2018,GFREGIO MM Equity,-0.00038
3/13/2018,002508 CH Equity,0.00000
3/13/2018,KLBF IJ Equity,-0.00024
3/13/2018,EIM IN Equity,-0.00055
3/13/2018,JPYUSD Curncy,0.00005
3/13/2018,PAG IN Equity,-0.00346
3/13/2018,MDIA3 BZ Equity,-0.00027
3/13/2018,RAIL3 BZ Equity,-0.00382
3/13/2018,TVSL IN Equity,-0.00101
3/13/2018,4613 JT Equity,-0.00031
3/13/2018,LREN3 BZ Equity,0.00000
3/13/2018,036570 KS Equity,0.00000
3/13/2018,EEM US Equity,-0.00037
3/13/2018,CIFC IN Equity,-0.00110
3/13/2018,2199 HK Equity,-0.00008
3/13/2018,RADL3 BZ Equity,0.00000
3/13/2018,ALSEA* MM Equity,-0.00062
3/13/2018,SECB PM Equity,-0.00027
3/13/2018,MPI PM Equity,-0.00027
3/13/2018,MXNUSD Curncy,0.00049
3/14/2018,GFREGIO MM Equity,-0.00038
3/14/2018,6409 TT Equity,-0.00014
3/14/2018,4613 JT Equity,-0.00032
3/14/2018,TVSL IN Equity,-0.00102
3/14/2018,RBK IN Equity,-0.00066
3/14/2018,2199 HK Equity,-0.00008
3/14/2018,MXNUSD Curncy,0.00051
3/14/2018,MPI PM Equity,-0.00027
3/14/2018,PAG IN Equity,-0.00341
3/14/2018,300136 CH Equity,0.00000
3/14/2018,MRCO IN Equity,-0.00055
3/14/2018,MDIA3 BZ Equity,-0.00028
3/14/2018,ICT PM Equity,-0.00035
3/14/2018,MIKA IJ Equity,-0.00010
3/14/2018,ALSEA* MM Equity,-0.00064
3/14/2018,036570 KS Equity,0.00000
3/14/2018,SECB PM Equity,-0.00030
3/14/2018,EIM IN Equity,-0.00055
3/14/2018,RAIL3 BZ Equity,-0.00380
3/14/2018,CPN TB Equity,-0.00062
3/14/2018,RADL3 BZ Equity,0.00000
3/14/2018,URC PM Equity,-0.00009
3/14/2018,CIFC IN Equity,-0.00110
3/14/2018,002508 CH Equity,0.00000
3/14/2018,EEM US Equity,-0.00037
3/14/2018,JPYUSD Curncy,0.00005
3/14/2018,KLBF IJ Equity,-0.00026
3/14/2018,LREN3 BZ Equity,0.00000
3/14/2018,69 HK Equity,0.00000
3/15/2018,6409 TT Equity,-0.00012
3/15/2018,LREN3 BZ Equity,0.00000
3/15/2018,036570 KS Equity,0.00000
3/15/2018,MRCO IN Equity,-0.00057
3/15/2018,2199 HK Equity,-0.00007
3/15/2018,SECB PM Equity,-0.00027
3/15/2018,MXNUSD Curncy,0.00053
3/15/2018,EIM IN Equity,-0.00052
3/15/2018,69 HK Equity,0.00000
3/15/2018,ICT PM Equity,-0.00034
3/15/2018,EEM US Equity,-0.00037
3/15/2018,RBK IN Equity,-0.00065
3/15/2018,MIKA IJ Equity,-0.00009
3/15/2018,RADL3 BZ Equity,0.00000
3/15/2018,URC PM Equity,-0.00011
3/15/2018,RAIL3 BZ Equity,-0.00385
3/15/2018,CPN TB Equity,-0.00061
3/15/2018,TVSL IN Equity,-0.00098
3/15/2018,JPYUSD Curncy,0.00005
3/15/2018,ALSEA* MM Equity,-0.00061
3/15/2018,CIFC IN Equity,-0.00113
3/15/2018,KLBF IJ Equity,-0.00027
3/15/2018,GFREGIO MM Equity,-0.00039
3/15/2018,4613 JT Equity,-0.00031
3/15/2018,300136 CH Equity,0.00000
3/15/2018,MPI PM Equity,-0.00030
3/15/2018,002508 CH Equity,0.00000
3/15/2018,MDIA3 BZ Equity,-0.00030
3/15/2018,PAG IN Equity,-0.00332
3/16/2018,GFREGIO MM Equity,-0.00039
3/16/2018,MXNUSD Curncy,0.00054
